PolicyNumber,CustomerID,Name,City,Gender,Age,PolicyType,PolicyStartDate,PolicyEndDate,PremiumAmount,CoverageAmount,ClaimNumber,ClaimDate,ClaimAmount,ClaimStatus
P2684,C2684,Vivaan Patel,Mumbai,Female,61,Auto,06-02-2024,05-02-2025,617.15,52314.46,CL2684,,0,Rejected
P2685,C2685,Ishita Singh,Pune,Female,43,Travel,19-05-2023,18-05-2024,499.55,50927.59,CL2685,,0,Rejected
P2686,C2686,Priya Nair,Chennai,Female,31,Auto,22-10-2025,22-10-2026,1122.56,83535.69,CL2686,,0,Rejected
P2687,C2687,Ananya Gupta,Chennai,Female,70,Travel,02-03-2024,02-03-2025,594.69,76452.73,CL2687,18-10-2024,9749.3,Settled
P2688,C2688,Pooja Sharma,Delhi,Male,52,Travel,26-10-2025,26-10-2026,1251.42,26848.01,CL2688,,0,Rejected
P2689,C2689,Rohan Desai,Jaipur,Male,24,Health,16-01-2023,16-01-2024,1479.55,60771.52,CL2689,23-08-2023,9479.57,Settled
P2690,C2690,Meera Kulkarni,Kolkata,Male,58,Auto,18-04-2025,18-04-2026,853.39,45330.47,CL2690,16-05-2025,7201.39,Pending
P2691,C2691,Vivaan Patel,Chennai,Male,58,Travel,03-07-2024,03-07-2025,1463.07,45181.23,CL2691,24-04-2025,9352.04,Pending
P2692,C2692,Vivaan Patel,Mumbai,Female,65,Health,27-08-2025,27-08-2026,437.85,72991.83,CL2692,13-09-2025,5517.05,Rejected
P2693,C2693,Arjun Nair,Mumbai,Male,36,Health,27-01-2025,27-01-2026,857.75,42493.46,CL2693,,0,Rejected
P2694,C2694,Vivaan Patel,Lucknow,Male,62,Auto,10-10-2025,10-10-2026,848.08,46118.82,CL2694,22-05-2026,5103.57,Settled
P2695,C2695,Aarav Sharma,Indore,Female,62,Auto,02-12-2023,01-12-2024,528.08,24752.2,CL2695,20-07-2024,6120.19,Settled
P2696,C2696,Aarav Sharma,Ahmedabad,Female,45,Travel,23-05-2025,23-05-2026,1199.22,55927.33,CL2696,06-03-2026,8959.3,Rejected
P2697,C2697,Pooja Sharma,Chennai,Male,46,Auto,15-06-2024,15-06-2025,335.15,57735.63,CL2697,20-09-2024,4151.42,Rejected
P2698,C2698,Ananya Gupta,Indore,Male,27,Travel,09-03-2023,08-03-2024,333.65,34518.08,CL2698,,0,Rejected
P2699,C2699,Sneha Iyer,Lucknow,Female,69,Auto,25-10-2023,24-10-2024,1280.63,37242.45,CL2699,,0,Rejected
P2700,C2700,Ananya Gupta,Ahmedabad,Male,61,Travel,08-12-2025,08-12-2026,1489.23,67845.69,CL2700,13-12-2025,3489.84,Pending
P2701,C2701,Arjun Nair,Delhi,Female,73,Travel,14-12-2023,13-12-2024,988.14,80579.43,CL2701,26-08-2024,2650.92,Settled
P2702,C2702,Meera Kulkarni,Bengaluru,Male,40,Auto,08-07-2024,08-07-2025,1376.92,50859.9,CL2702,,0,Rejected
P2703,C2703,Neha Joshi,Pune,Male,67,Health,11-05-2023,10-05-2024,315.94,67377.53,CL2703,15-06-2023,7328.4,Settled
P2704,C2704,Sneha Iyer,Bengaluru,Male,57,Travel,19-12-2025,19-12-2026,1121.37,63183.75,CL2704,03-03-2026,4361.56,Rejected
P2705,C2705,Vihaan Reddy,Hyderabad,Female,51,Health,08-03-2024,08-03-2025,1164.73,51598.11,CL2705,,0,Rejected
P2706,C2706,Sneha Iyer,Bengaluru,Male,65,Travel,01-10-2024,01-10-2025,949.37,75562.72,CL2706,,0,Rejected
P2707,C2707,Ananya Gupta,Lucknow,Male,47,Auto,30-06-2024,30-06-2025,416.51,37246.7,CL2707,06-04-2025,2363.86,Pending
P2708,C2708,Pooja Sharma,Delhi,Male,28,Health,03-04-2025,03-04-2026,1297.89,91379.89,CL2708,,0,Rejected
P2709,C2709,Neha Joshi,Jaipur,Male,56,Travel,26-07-2025,26-07-2026,1427.96,44200.67,CL2709,,0,Rejected
P2710,C2710,Sai Kumar,Indore,Male,38,Travel,22-05-2025,22-05-2026,700.64,45456.11,CL2710,11-10-2025,3142.64,Settled
P2711,C2711,Ishita Singh,Bengaluru,Male,32,Travel,06-02-2024,05-02-2025,1080.16,93975.08,CL2711,,0,Rejected
P2712,C2712,Ananya Gupta,Jaipur,Male,52,Travel,08-07-2025,08-07-2026,575.6,51176.42,CL2712,13-08-2025,1916.2,Rejected
P2713,C2713,Vivaan Patel,Delhi,Female,57,Travel,08-03-2024,08-03-2025,637.93,66050.16,CL2713,29-12-2024,6007.27,Rejected
P2714,C2714,Vivaan Patel,Bengaluru,Female,41,Health,06-12-2024,06-12-2025,494.46,86490.25,CL2714,29-03-2025,7416.09,Pending
P2715,C2715,Rohan Desai,Mumbai,Male,64,Travel,10-12-2023,09-12-2024,423.37,50927.76,CL2715,18-12-2023,7988.33,Rejected
P2716,C2716,Pooja Sharma,Delhi,Female,65,Auto,06-07-2024,06-07-2025,537.63,82726.18,CL2716,05-01-2025,2557.55,Pending
P2717,C2717,Neha Joshi,Lucknow,Female,73,Health,25-04-2025,25-04-2026,762.61,44128.07,CL2717,27-02-2026,8471.69,Pending
P2718,C2718,Sneha Iyer,Indore,Female,71,Auto,18-09-2023,17-09-2024,775.92,99572.13,CL2718,24-09-2023,3190.16,Settled
P2719,C2719,Arjun Nair,Indore,Female,64,Travel,22-10-2024,22-10-2025,1442.73,99899.58,CL2719,,0,Rejected
P2720,C2720,Neha Joshi,Pune,Female,75,Travel,18-05-2024,18-05-2025,957.44,45847.22,CL2720,,0,Rejected
P2721,C2721,Vivaan Patel,Pune,Male,47,Health,05-11-2023,04-11-2024,1396.78,26772.86,CL2721,,0,Rejected
P2722,C2722,Aditya Verma,Jaipur,Male,66,Health,13-04-2025,13-04-2026,1277.72,39888.51,CL2722,02-11-2025,5428.81,Pending
P2723,C2723,Pooja Sharma,Indore,Female,71,Health,05-07-2025,05-07-2026,628.59,75572.74,CL2723,11-02-2026,7820.65,Rejected
P2724,C2724,Rohan Desai,Jaipur,Male,51,Health,30-04-2023,29-04-2024,1085.43,26020.49,CL2724,,0,Rejected
P2725,C2725,Vivaan Patel,Lucknow,Male,26,Health,22-02-2023,22-02-2024,540.72,69054.51,CL2725,,0,Rejected
P2726,C2726,Sai Kumar,Pune,Male,44,Auto,11-12-2025,11-12-2026,901.65,77151.96,CL2726,10-05-2026,2082.1,Pending
P2727,C2727,Priya Nair,Hyderabad,Male,31,Auto,16-01-2023,16-01-2024,1098.39,35928.61,CL2727,04-04-2023,4547.89,Rejected
P2728,C2728,Arjun Nair,Kolkata,Female,59,Health,03-04-2024,03-04-2025,943.59,57985.24,CL2728,,0,Rejected
P2729,C2729,Pooja Sharma,Ahmedabad,Female,68,Auto,19-05-2024,19-05-2025,348.29,98186.96,CL2729,29-08-2024,7412.7,Settled
P2730,C2730,Arjun Nair,Chennai,Male,66,Travel,19-06-2025,19-06-2026,941.62,59027.32,CL2730,23-02-2026,8410.55,Settled
P2731,C2731,Kunal Mehta,Ahmedabad,Female,34,Health,01-03-2023,29-02-2024,618.76,32384.17,CL2731,27-12-2023,5873.05,Settled
P2732,C2732,Sneha Iyer,Kolkata,Female,36,Health,12-03-2024,12-03-2025,1200.65,44473.47,CL2732,03-02-2025,1625.95,Rejected
P2733,C2733,Meera Kulkarni,Hyderabad,Female,31,Auto,31-08-2025,31-08-2026,473.14,29878.76,CL2733,18-12-2025,2144.16,Rejected
P2734,C2734,Arjun Nair,Indore,Female,44,Auto,20-03-2023,19-03-2024,1168.58,88957.46,CL2734,26-12-2023,9347.35,Pending
P2735,C2735,Vivaan Patel,Ahmedabad,Male,33,Auto,19-04-2024,19-04-2025,335.6,33907.96,CL2735,,0,Rejected
P2736,C2736,Arjun Nair,Pune,Male,57,Health,08-04-2025,08-04-2026,389.11,46663.61,CL2736,06-11-2025,1030.69,Rejected
P2737,C2737,Vihaan Reddy,Hyderabad,Female,64,Health,06-07-2025,06-07-2026,331.1,77196.35,CL2737,06-06-2026,5410.97,Settled
P2738,C2738,Aditya Verma,Mumbai,Male,53,Travel,17-08-2023,16-08-2024,280.49,52952.7,CL2738,,0,Rejected
P2739,C2739,Rohan Desai,Chandigarh,Female,60,Travel,24-10-2023,23-10-2024,1166.32,70393.91,CL2739,12-11-2023,6450.54,Rejected
P2740,C2740,Neha Joshi,Bengaluru,Male,46,Health,24-04-2025,24-04-2026,711.3,51392.9,CL2740,30-08-2025,3946.17,Settled
P2741,C2741,Priya Nair,Bengaluru,Male,26,Travel,10-10-2025,10-10-2026,657.94,88178.03,CL2741,20-11-2025,1487.33,Pending
P2742,C2742,Neha Joshi,Ahmedabad,Male,32,Auto,04-01-2023,04-01-2024,656.9,26657.35,CL2742,10-05-2023,6702.23,Pending
P2743,C2743,Pooja Sharma,Indore,Male,26,Travel,21-03-2025,21-03-2026,262.56,80980.26,CL2743,21-03-2025,4918.23,Settled
P2744,C2744,Kunal Mehta,Ahmedabad,Male,36,Travel,06-10-2025,06-10-2026,537.52,49555.75,CL2744,,0,Rejected
P2745,C2745,Sneha Iyer,Jaipur,Female,68,Health,29-06-2023,28-06-2024,1163.66,31909.91,CL2745,,0,Rejected
P2746,C2746,Aarav Sharma,Hyderabad,Female,48,Health,02-03-2024,02-03-2025,763.45,85743.82,CL2746,01-04-2024,6515.87,Pending
P2747,C2747,Kunal Mehta,Delhi,Male,56,Travel,23-10-2025,23-10-2026,1441.04,56634.51,CL2747,02-04-2026,4296.18,Settled
P2748,C2748,Kavya Reddy,Mumbai,Female,26,Auto,21-10-2025,21-10-2026,853.52,50539.7,CL2748,02-10-2026,2538.66,Rejected
P2749,C2749,Kunal Mehta,Bengaluru,Female,48,Travel,19-01-2025,19-01-2026,1004.79,68335.64,CL2749,24-06-2025,9180.23,Settled
P2750,C2750,Kunal Mehta,Indore,Male,59,Travel,29-06-2023,28-06-2024,686.11,20704.87,CL2750,17-08-2023,8120.27,Settled
P2751,C2751,Neha Joshi,Ahmedabad,Male,64,Health,22-12-2025,22-12-2026,1123.89,67396.26,CL2751,09-10-2026,3438.86,Settled
P2752,C2752,Aarav Sharma,Jaipur,Female,36,Travel,03-12-2024,03-12-2025,364.74,91719.39,CL2752,03-11-2025,1001.49,Rejected
P2753,C2753,Vihaan Reddy,Chandigarh,Male,61,Travel,14-10-2023,13-10-2024,412.81,64271.72,CL2753,14-10-2023,1116.45,Rejected
P2754,C2754,Pooja Sharma,Mumbai,Female,33,Auto,08-09-2023,07-09-2024,566.48,89680.53,CL2754,23-02-2024,1132.92,Settled
P2755,C2755,Vihaan Reddy,Delhi,Female,36,Travel,09-01-2025,09-01-2026,1033.55,91480.89,CL2755,15-08-2025,5730.85,Settled
P2756,C2756,Vihaan Reddy,Delhi,Male,35,Travel,21-09-2025,21-09-2026,412.12,89891.87,CL2756,,0,Rejected
P2757,C2757,Priya Nair,Chennai,Female,23,Health,21-06-2025,21-06-2026,1001.43,55681.89,CL2757,23-02-2026,3460.46,Rejected
P2758,C2758,Aarav Sharma,Ahmedabad,Male,29,Auto,29-03-2024,29-03-2025,613.04,20778.4,CL2758,26-03-2025,8653.49,Rejected
P2759,C2759,Arjun Nair,Indore,Male,45,Auto,18-07-2025,18-07-2026,781.4,86179.64,CL2759,19-07-2025,6277.24,Settled
P2760,C2760,Pooja Sharma,Indore,Male,27,Health,25-09-2023,24-09-2024,336.49,99121.98,CL2760,20-02-2024,6041.54,Pending
P2761,C2761,Sneha Iyer,Jaipur,Male,73,Travel,06-10-2025,06-10-2026,976.03,96805.52,CL2761,,0,Rejected
P2762,C2762,Rohan Desai,Chennai,Male,32,Travel,24-04-2023,23-04-2024,1273.84,76425.63,CL2762,,0,Rejected
P2763,C2763,Sneha Iyer,Hyderabad,Female,22,Health,12-12-2024,12-12-2025,366.68,60703.98,CL2763,,0,Rejected
P2764,C2764,Ishita Singh,Ahmedabad,Male,23,Auto,26-08-2023,25-08-2024,1119.11,45426.44,CL2764,,0,Rejected
P2765,C2765,Aditya Verma,Delhi,Male,66,Health,28-05-2023,27-05-2024,519.91,80301.44,CL2765,24-04-2024,4811.58,Settled
P2766,C2766,Neha Joshi,Mumbai,Female,48,Health,05-05-2023,04-05-2024,597,33171.73,CL2766,01-05-2024,4726.17,Pending
P2767,C2767,Aarav Sharma,Indore,Male,68,Travel,24-10-2024,24-10-2025,1395.3,82756.13,CL2767,03-12-2024,6176.56,Rejected
P2768,C2768,Sneha Iyer,Chennai,Male,66,Travel,05-02-2025,05-02-2026,543.62,49517.88,CL2768,20-07-2025,1179.49,Pending
P2769,C2769,Rohan Desai,Mumbai,Male,33,Auto,21-10-2024,21-10-2025,345.76,35247.85,CL2769,17-02-2025,2274.73,Pending
P2770,C2770,Sai Kumar,Ahmedabad,Male,64,Auto,12-11-2025,12-11-2026,425.72,89480.86,CL2770,10-07-2026,1566.28,Pending
P2771,C2771,Neha Joshi,Pune,Male,26,Travel,26-11-2024,26-11-2025,1351.02,73203.45,CL2771,06-02-2025,3394.82,Pending
P2772,C2772,Rohan Desai,Chandigarh,Male,75,Health,24-08-2025,24-08-2026,1462.04,24138.61,CL2772,07-10-2025,3097.75,Settled
P2773,C2773,Ananya Gupta,Pune,Female,40,Health,18-02-2023,18-02-2024,1050.32,69170.86,CL2773,19-08-2023,1322.72,Pending
P2774,C2774,Ananya Gupta,Kolkata,Male,68,Auto,25-01-2023,25-01-2024,1474.51,86440.28,CL2774,23-08-2023,8265.02,Settled
P2775,C2775,Kavya Reddy,Jaipur,Female,34,Auto,15-09-2024,15-09-2025,1427.81,29965.45,CL2775,08-09-2025,5829.11,Settled
P2776,C2776,Kavya Reddy,Ahmedabad,Male,42,Travel,25-07-2025,25-07-2026,700.59,86685.3,CL2776,,0,Rejected
P2777,C2777,Sai Kumar,Chennai,Male,39,Travel,08-07-2025,08-07-2026,1228.08,22495.05,CL2777,07-01-2026,6734.4,Settled
P2778,C2778,Vivaan Patel,Jaipur,Female,38,Health,14-08-2023,13-08-2024,1010.1,42885.59,CL2778,02-06-2024,7766.02,Settled
P2779,C2779,Vivaan Patel,Pune,Male,73,Health,16-11-2023,15-11-2024,1030.59,97457.19,CL2779,03-10-2024,1701.03,Pending
P2780,C2780,Priya Nair,Ahmedabad,Male,43,Health,26-12-2025,26-12-2026,1394.1,41683.96,CL2780,13-12-2026,1325.43,Rejected
P2781,C2781,Sai Kumar,Jaipur,Male,36,Health,12-10-2024,12-10-2025,615.26,98556.65,CL2781,,0,Rejected
P2782,C2782,Aarav Sharma,Jaipur,Female,38,Auto,19-04-2024,19-04-2025,320.09,21951.19,CL2782,16-10-2024,1719.29,Rejected
P2783,C2783,Arjun Nair,Chennai,Male,37,Health,01-10-2025,01-10-2026,819.41,44041.61,CL2783,18-03-2026,5501.87,Rejected
P2784,C2784,Ishita Singh,Pune,Female,47,Travel,12-04-2024,12-04-2025,429.63,83508.34,CL2784,03-08-2024,6845.78,Rejected
P2785,C2785,Aditya Verma,Pune,Female,22,Auto,16-07-2023,15-07-2024,273.59,77734.33,CL2785,20-02-2024,4309.48,Settled
P2786,C2786,Aditya Verma,Indore,Female,26,Health,14-11-2024,14-11-2025,368,53757.43,CL2786,,0,Rejected
P2787,C2787,Vivaan Patel,Lucknow,Male,36,Travel,29-12-2025,29-12-2026,1133.36,57429.27,CL2787,30-11-2026,2675.61,Pending
P2788,C2788,Priya Nair,Bengaluru,Male,41,Auto,29-04-2025,29-04-2026,1468.02,76076.14,CL2788,31-08-2025,5742.8,Settled
P2789,C2789,Sai Kumar,Mumbai,Female,36,Health,17-11-2025,17-11-2026,1311.81,71985.83,CL2789,30-10-2026,4429.4,Pending
P2790,C2790,Meera Kulkarni,Kolkata,Female,43,Health,05-08-2025,05-08-2026,629.27,59098.28,CL2790,,0,Rejected
P2791,C2791,Ananya Gupta,Mumbai,Female,57,Travel,04-07-2024,04-07-2025,411.75,41108.05,CL2791,15-11-2024,5843.16,Pending
P2792,C2792,Vihaan Reddy,Indore,Female,23,Health,25-10-2023,24-10-2024,925.58,93439.79,CL2792,,0,Rejected
P2793,C2793,Ishita Singh,Indore,Female,60,Auto,04-10-2025,04-10-2026,1466.36,97319.77,CL2793,22-08-2026,3606.39,Pending
P2794,C2794,Kunal Mehta,Chennai,Female,22,Health,28-11-2025,28-11-2026,342.27,31467.54,CL2794,26-11-2026,6426.39,Rejected
P2795,C2795,Ishita Singh,Kolkata,Female,23,Health,04-08-2024,04-08-2025,1475.42,71209.09,CL2795,31-12-2024,5845.93,Rejected
P2796,C2796,Neha Joshi,Indore,Female,42,Travel,08-02-2024,07-02-2025,322.13,29249.18,CL2796,03-05-2024,6687.88,Rejected
P2797,C2797,Rohan Desai,Hyderabad,Female,51,Health,16-04-2025,16-04-2026,1109.51,36753.9,CL2797,28-01-2026,8897.05,Settled
P2798,C2798,Meera Kulkarni,Indore,Female,56,Auto,09-04-2024,09-04-2025,1458.83,56669.39,CL2798,26-03-2025,4827.65,Settled
P2799,C2799,Rohan Desai,Indore,Female,44,Auto,28-06-2025,28-06-2026,1188.98,69645.31,CL2799,,0,Rejected
P2800,C2800,Sneha Iyer,Kolkata,Male,51,Auto,04-06-2025,04-06-2026,717.13,29138.12,CL2800,14-02-2026,6042,Rejected
P2801,C2801,Ananya Gupta,Indore,Male,33,Health,19-08-2024,19-08-2025,916.98,47037.73,CL2801,,0,Rejected
P2802,C2802,Aditya Verma,Bengaluru,Female,64,Health,21-05-2023,20-05-2024,1073.75,86512.35,CL2802,01-08-2023,4448.5,Settled
P2803,C2803,Pooja Sharma,Ahmedabad,Female,58,Health,16-09-2023,15-09-2024,307.59,29075.81,CL2803,13-06-2024,4598.96,Rejected
P2804,C2804,Aarav Sharma,Bengaluru,Male,74,Auto,21-01-2023,21-01-2024,961.63,25701.96,CL2804,15-05-2023,5014.7,Pending
P2805,C2805,Vivaan Patel,Chandigarh,Female,22,Travel,10-12-2024,10-12-2025,900.46,47875.81,CL2805,15-05-2025,3044.83,Pending
P2806,C2806,Ananya Gupta,Mumbai,Female,53,Health,18-07-2025,18-07-2026,1067.07,87517.33,CL2806,,0,Rejected
P2807,C2807,Aarav Sharma,Lucknow,Female,26,Travel,06-06-2023,05-06-2024,915.49,22884.71,CL2807,26-12-2023,3356.31,Settled
P2808,C2808,Kavya Reddy,Chandigarh,Female,68,Auto,01-09-2025,01-09-2026,872.4,27007.18,CL2808,,0,Rejected
P2809,C2809,Ananya Gupta,Lucknow,Female,37,Auto,28-12-2023,27-12-2024,447.2,22367.87,CL2809,,0,Rejected
P2810,C2810,Aarav Sharma,Kolkata,Female,47,Auto,23-04-2024,23-04-2025,402.87,86870.09,CL2810,01-01-2025,3269.92,Pending
P2811,C2811,Kavya Reddy,Chennai,Female,51,Health,11-11-2023,10-11-2024,674.21,51822.15,CL2811,16-02-2024,7915.35,Rejected
P2812,C2812,Kunal Mehta,Delhi,Female,25,Auto,27-12-2025,27-12-2026,1047.37,63872.45,CL2812,,0,Rejected
P2813,C2813,Priya Nair,Pune,Male,52,Health,03-09-2025,03-09-2026,1198.1,61130.6,CL2813,04-04-2026,3430.73,Pending
P2814,C2814,Aarav Sharma,Lucknow,Male,55,Auto,03-05-2023,02-05-2024,789.95,63025.99,CL2814,27-02-2024,5180.8,Settled
P2815,C2815,Neha Joshi,Indore,Female,26,Travel,08-11-2024,08-11-2025,1160.73,86099.07,CL2815,18-04-2025,5642.05,Pending
P2816,C2816,Meera Kulkarni,Pune,Female,25,Auto,18-03-2023,17-03-2024,549.15,93779.9,CL2816,27-05-2023,9821.53,Rejected
P2817,C2817,Vivaan Patel,Chennai,Male,57,Travel,25-03-2024,25-03-2025,677.23,58648.47,CL2817,,0,Rejected
P2818,C2818,Sai Kumar,Mumbai,Female,21,Travel,27-05-2024,27-05-2025,864.56,60302.75,CL2818,18-03-2025,9178.17,Rejected
P2819,C2819,Aditya Verma,Indore,Male,64,Travel,03-09-2023,02-09-2024,1198.4,65709.4,CL2819,,0,Rejected
P2820,C2820,Sai Kumar,Kolkata,Male,56,Travel,30-04-2023,29-04-2024,1009.87,65304.04,CL2820,,0,Rejected
P2821,C2821,Rohan Desai,Indore,Female,48,Auto,02-11-2024,02-11-2025,956.58,52060.61,CL2821,27-10-2025,6610.44,Settled
P2822,C2822,Aarav Sharma,Ahmedabad,Female,40,Travel,25-12-2025,25-12-2026,1070.75,41374.04,CL2822,25-10-2026,8310.1,Settled
P2823,C2823,Ishita Singh,Chennai,Female,48,Health,18-03-2024,18-03-2025,1351.36,20722.8,CL2823,26-12-2024,4043.82,Pending
P2824,C2824,Priya Nair,Chennai,Male,33,Auto,21-06-2023,20-06-2024,767.12,60899.51,CL2824,03-06-2024,9917.07,Settled
P2825,C2825,Meera Kulkarni,Ahmedabad,Female,69,Travel,25-11-2025,25-11-2026,1000.94,87316.56,CL2825,12-03-2026,8193.75,Rejected
P2826,C2826,Kavya Reddy,Ahmedabad,Female,38,Health,16-07-2024,16-07-2025,386.7,87750.68,CL2826,13-07-2025,4587.03,Rejected
P2827,C2827,Aarav Sharma,Kolkata,Female,74,Auto,18-01-2024,17-01-2025,350.04,93684.35,CL2827,08-12-2024,6595.05,Settled
P2828,C2828,Neha Joshi,Jaipur,Male,52,Auto,17-09-2024,17-09-2025,1274.55,66776.97,CL2828,07-12-2024,8974.27,Settled
P2829,C2829,Kunal Mehta,Delhi,Male,21,Health,24-11-2024,24-11-2025,299.87,36275.24,CL2829,22-03-2025,1936.89,Pending
P2830,C2830,Meera Kulkarni,Hyderabad,Male,22,Auto,30-08-2025,30-08-2026,1260.13,79730.14,CL2830,,0,Rejected
P2831,C2831,Kunal Mehta,Hyderabad,Male,74,Travel,28-02-2023,28-02-2024,411.13,84371.58,CL2831,23-09-2023,1227.79,Pending
P2832,C2832,Vivaan Patel,Delhi,Male,56,Auto,26-08-2024,26-08-2025,803.01,82094.59,CL2832,,0,Rejected
P2833,C2833,Ananya Gupta,Hyderabad,Female,55,Auto,29-12-2024,29-12-2025,770.19,94637.28,CL2833,20-11-2025,9274.25,Rejected
P2834,C2834,Priya Nair,Chandigarh,Female,41,Health,29-10-2025,29-10-2026,1476.86,20883.96,CL2834,08-05-2026,3203,Rejected
P2835,C2835,Arjun Nair,Hyderabad,Female,47,Auto,12-08-2023,11-08-2024,261.86,92970.79,CL2835,05-01-2024,9150.05,Rejected
P2836,C2836,Priya Nair,Chandigarh,Male,22,Health,08-10-2024,08-10-2025,336.64,93331.25,CL2836,,0,Rejected
P2837,C2837,Kunal Mehta,Kolkata,Male,33,Health,03-12-2024,03-12-2025,762.08,46209.13,CL2837,22-03-2025,8011.38,Pending
P2838,C2838,Ishita Singh,Chennai,Male,27,Auto,02-01-2023,02-01-2024,1460.2,41918.76,CL2838,20-03-2023,8451.7,Pending
P2839,C2839,Aditya Verma,Indore,Male,34,Auto,19-12-2023,18-12-2024,1240.81,65811.25,CL2839,18-08-2024,1661.36,Settled
P2840,C2840,Aditya Verma,Jaipur,Male,58,Health,19-02-2023,19-02-2024,1464.25,36370.65,CL2840,03-08-2023,4414.94,Pending
P2841,C2841,Meera Kulkarni,Hyderabad,Female,64,Health,29-12-2025,29-12-2026,1212.87,91295.05,CL2841,,0,Rejected
P2842,C2842,Aarav Sharma,Chennai,Male,27,Health,17-06-2025,17-06-2026,728.47,86865.04,CL2842,12-01-2026,7641.86,Rejected
P2843,C2843,Meera Kulkarni,Chennai,Male,45,Health,17-12-2023,16-12-2024,1417.07,36583.52,CL2843,11-03-2024,9771.72,Settled
P2844,C2844,Sneha Iyer,Indore,Male,27,Auto,03-08-2023,02-08-2024,996.8,87297.17,CL2844,01-10-2023,3824.61,Pending
P2845,C2845,Sneha Iyer,Pune,Female,23,Travel,27-08-2023,26-08-2024,360.81,91365.17,CL2845,24-12-2023,5789,Pending
P2846,C2846,Neha Joshi,Delhi,Male,25,Health,19-12-2025,19-12-2026,931.36,82146.9,CL2846,,0,Rejected
P2847,C2847,Ishita Singh,Delhi,Male,41,Travel,13-04-2024,13-04-2025,798.14,92042.96,CL2847,21-09-2024,3936.18,Settled
P2848,C2848,Pooja Sharma,Indore,Male,61,Health,15-04-2024,15-04-2025,456.79,99659.11,CL2848,29-01-2025,5965.72,Pending
P2849,C2849,Rohan Desai,Delhi,Female,72,Travel,29-11-2024,29-11-2025,933.43,97973.41,CL2849,23-08-2025,2127.79,Settled
P2850,C2850,Sneha Iyer,Delhi,Female,31,Travel,21-01-2025,21-01-2026,575.95,46641.44,CL2850,02-01-2026,9616.93,Settled
P2851,C2851,Neha Joshi,Hyderabad,Female,47,Health,01-06-2023,31-05-2024,1159.86,48059.08,CL2851,,0,Rejected
P2852,C2852,Ishita Singh,Kolkata,Female,40,Health,03-11-2023,02-11-2024,349.5,52092.38,CL2852,13-04-2024,7915.35,Settled
P2853,C2853,Neha Joshi,Kolkata,Female,40,Travel,19-05-2023,18-05-2024,878.41,64596.25,CL2853,,0,Rejected
P2854,C2854,Sai Kumar,Delhi,Female,53,Auto,19-02-2025,19-02-2026,639.79,69465.53,CL2854,10-06-2025,6196.97,Rejected
P2855,C2855,Aarav Sharma,Hyderabad,Female,75,Health,16-02-2023,16-02-2024,1305.83,86264.22,CL2855,20-03-2023,3581.25,Settled
P2856,C2856,Priya Nair,Indore,Female,38,Health,24-12-2023,23-12-2024,1380.85,45189.91,CL2856,20-06-2024,5943.99,Rejected
P2857,C2857,Rohan Desai,Kolkata,Male,55,Health,28-04-2024,28-04-2025,720.9,44089.19,CL2857,,0,Rejected
P2858,C2858,Rohan Desai,Hyderabad,Male,31,Health,18-01-2024,17-01-2025,1178.04,64543.19,CL2858,,0,Rejected
P2859,C2859,Pooja Sharma,Mumbai,Female,45,Health,26-06-2023,25-06-2024,945.62,35499.24,CL2859,01-06-2024,9782.21,Pending
P2860,C2860,Aditya Verma,Hyderabad,Male,63,Auto,14-07-2025,14-07-2026,288.85,35462.19,CL2860,17-03-2026,2846.34,Rejected
P2861,C2861,Rohan Desai,Indore,Male,60,Auto,22-08-2024,22-08-2025,1433.28,22637.58,CL2861,30-07-2025,1963.47,Rejected
P2862,C2862,Ishita Singh,Delhi,Male,53,Health,12-06-2023,11-06-2024,1445.53,52033.12,CL2862,,0,Rejected
P2863,C2863,Pooja Sharma,Delhi,Male,58,Travel,07-04-2023,06-04-2024,547.89,84466.93,CL2863,,0,Rejected
P2864,C2864,Pooja Sharma,Jaipur,Male,54,Auto,09-08-2024,09-08-2025,825.15,35793.97,CL2864,26-05-2025,5109.86,Settled
P2865,C2865,Meera Kulkarni,Kolkata,Male,59,Auto,07-01-2025,07-01-2026,911.94,56386.25,CL2865,26-09-2025,1452.37,Settled
P2866,C2866,Ishita Singh,Jaipur,Female,60,Auto,10-07-2025,10-07-2026,304.1,95138.16,CL2866,25-10-2025,3837.5,Rejected
P2867,C2867,Rohan Desai,Indore,Female,21,Travel,25-06-2025,25-06-2026,995.24,61574.96,CL2867,,0,Rejected
P2868,C2868,Rohan Desai,Ahmedabad,Female,70,Travel,26-09-2024,26-09-2025,1170.89,99163.77,CL2868,12-04-2025,4437.4,Rejected
P2869,C2869,Aarav Sharma,Kolkata,Female,33,Health,09-12-2025,09-12-2026,1028.09,21891.08,CL2869,,0,Rejected
P2870,C2870,Kunal Mehta,Pune,Male,64,Health,19-06-2025,19-06-2026,304.13,76405.83,CL2870,,0,Rejected
P2871,C2871,Pooja Sharma,Chandigarh,Female,75,Health,25-05-2024,25-05-2025,833.33,82189.44,CL2871,13-11-2024,7179.46,Pending
P2872,C2872,Ishita Singh,Indore,Female,41,Health,21-07-2023,20-07-2024,748.87,50355.86,CL2872,,0,Rejected
P2873,C2873,Rohan Desai,Indore,Female,48,Auto,16-05-2023,15-05-2024,480.47,93344.67,CL2873,29-09-2023,4711.78,Settled
